Acero		
Tiempo	Fuerza	Desplazamiento
seg	N	mm
732.19	6555.462	61.01308
732.2	6555.605	61.01393
732.21	6555.605	61.01477
732.22	6555.605	61.0156
732.23	6555.605	61.01643
732.24	6555.7	61.01725
732.25	6555.7	61.01807
732.26	6555.7	61.01891
732.27	6555.7	61.01973
732.28	6555.843	61.02055
732.29	6555.843	61.02137
732.3	6555.843	61.0222
732.31	6555.891	61.02303
732.32	6555.938	61.02388
732.33	6555.938	61.02472
732.34	6555.938	61.02555
732.35	6556.082	61.02639
732.36	6556.082	61.02722
732.37	6556.082	61.02804
732.38	6556.082	61.02887
732.39	6556.177	61.02971
732.4	6556.177	61.03054
732.41	6556.177	61.03138
732.42	6556.225	61.03222
732.43	6556.32	61.03306
732.44	6556.32	61.03391
732.45	6556.32	61.03476
732.46	6556.416	61.0356
732.47	6556.416	61.03644
732.48	6556.463	61.03726
732.49	6556.559	61.03808
732.5	6556.559	61.03891
732.51	6556.559	61.03973
732.52	6556.654	61.04055
732.53	6556.654	61.04137
732.54	6556.654	61.04221
732.55	6556.654	61.04303
732.56	6556.702	61.04387
732.57	6556.75	61.04471
732.58	6556.75	61.04555
732.59	6556.75	61.04638
732.6	6556.893	61.04722
732.61	6556.893	61.04805
732.62	6556.893	61.04889
732.63	6556.94	61.04972
732.64	6556.988	61.05055
732.65	6556.988	61.05138
732.66	6556.988	61.05222
732.67	6556.988	61.05305
732.68	6557.131	61.05389
732.69	6557.131	61.05474
732.7	6557.131	61.05558
732.71	6557.131	61.05643
732.72	6557.226	61.05726
732.73	6557.226	61.05809
732.74	6557.226	61.05891
732.75	6557.369	61.05974
732.76	6557.369	61.06056
732.77	6557.369	61.06139
732.78	6557.417	61.06222
732.79	6557.465	61.06304
732.8	6557.465	61.06387
732.81	6557.465	61.06471
732.82	6557.512	61.06554
732.83	6557.607	61.06638
732.84	6557.607	61.06723
732.85	6557.607	61.06806
732.86	6557.607	61.06889
732.87	6557.703	61.06972
732.88	6557.703	61.07054
732.89	6557.703	61.07137
732.9	6557.75	61.07221
732.91	6557.846	61.07305
732.92	6557.846	61.07388
732.93	6557.846	61.07473
732.94	6557.846	61.07558
732.95	6557.941	61.07643
732.96	6557.941	61.07727
732.97	6557.941	61.0781
732.98	6557.941	61.07893
732.99	6557.989	61.07975
733	6558.084	61.08057
733.01	6558.084	61.08139
733.02	6558.084	61.08222
733.03	6558.132	61.08304
733.04	6558.18	61.08387
733.05	6558.18	61.0847
733.06	6558.275	61.08553
733.07	6558.323	61.08638
733.08	6558.323	61.08722
733.09	6558.323	61.08805
733.1	6558.371	61.08889
733.11	6558.418	61.08971
733.12	6558.418	61.09054
733.13	6558.418	61.09137
733.14	6558.418	61.09221
733.15	6558.562	61.09304
733.16	6558.562	61.09388
733.17	6558.562	61.09472
733.18	6558.562	61.09556
733.19	6558.657	61.09642
733.2	6558.657	61.09726
733.21	6558.657	61.0981
733.22	6558.657	61.09894
733.23	6558.8	61.09977
733.24	6558.8	61.10059
733.25	6558.8	61.10142
733.26	6558.8	61.10223
733.27	6558.848	61.10305
733.28	6558.895	61.10387
733.29	6558.895	61.1047
733.3	6558.895	61.10553
733.31	6558.99	61.10637
733.32	6559.038	61.10721
733.33	6559.038	61.10805
733.34	6559.086	61.10888
733.35	6559.133	61.10972
733.36	6559.133	61.11055
733.37	6559.133	61.11139
733.38	6559.229	61.11221
733.39	6559.229	61.11304
733.4	6559.229	61.11387
733.41	6559.229	61.11472
733.42	6559.372	61.11555
733.43	6559.372	61.11639
733.44	6559.372	61.11725
733.45	6559.372	61.11809
733.46	6559.419	61.11894
733.47	6559.467	61.11977
733.48	6559.467	61.1206
733.49	6559.515	61.12141
733.5	6559.61	61.12224
733.51	6559.61	61.12307
733.52	6559.61	61.12389
733.53	6559.706	61.12472
733.54	6559.706	61.12554
733.55	6559.706	61.12637
733.56	6559.706	61.12721
733.57	6559.849	61.12805
733.58	6559.849	61.12889
733.59	6559.849	61.12973
733.6	6559.849	61.13056
733.61	6559.944	61.13139
733.62	6559.944	61.13222
733.63	6559.944	61.13305
733.64	6560.04	61.13388
733.65	6560.087	61.13472
733.66	6560.087	61.13555
733.67	6560.087	61.13638
733.68	6560.183	61.13723
733.69	6560.183	61.13807
733.7	6560.183	61.13893
733.71	6560.23	61.13977
733.72	6560.326	61.1406
733.73	6560.326	61.14143
733.74	6560.326	61.14225
733.75	6560.326	61.14308
733.76	6560.421	61.14391
733.77	6560.421	61.14473
733.78	6560.421	61.14554
733.79	6560.469	61.14637
733.8	6560.564	61.14721
733.81	6560.564	61.14804
733.82	6560.564	61.14888
733.83	6560.659	61.14973
733.84	6560.659	61.15056
733.85	6560.659	61.15139
733.86	6560.707	61.15222
733.87	6560.802	61.15304
733.88	6560.802	61.15387
733.89	6560.802	61.15471
733.9	6560.85	61.15554
733.91	6560.898	61.15638
733.92	6560.898	61.15723
733.93	6560.898	61.15806
733.94	6560.898	61.15892
733.95	6561.041	61.15976
733.96	6561.041	61.1606
733.97	6561.041	61.16144
733.98	6561.041	61.16227
733.99	6561.088	61.16309
734	6561.136	61.16391
734.01	6561.136	61.16474
734.02	6561.136	61.16556
734.03	6561.231	61.16639
734.04	6561.279	61.16721
734.05	6561.279	61.16803
734.06	6561.279	61.16887
734.07	6561.327	61.16971
734.08	6561.375	61.17054
734.09	6561.375	61.17138
734.1	6561.375	61.17222
734.11	6561.375	61.17305
734.12	6561.518	61.17389
734.13	6561.518	61.17471
734.14	6561.518	61.17554
734.15	6561.518	61.17637
734.16	6561.518	61.17721
734.17	6561.613	61.17805
734.18	6561.613	61.17889
734.19	6561.613	61.17975
734.2	6561.613	61.18059
734.21	6561.661	61.18144
734.22	6561.708	61.18227
734.23	6561.708	61.18309
734.24	6561.708	61.18391
734.25	6561.708	61.18475
734.26	6561.756	61.18557
734.27	6561.852	61.18639
734.28	6561.852	61.18722
734.29	6561.852	61.18804
734.3	6561.852	61.18887
734.31	6561.852	61.18971
734.32	6561.947	61.19055
734.33	6561.947	61.19139
734.34	6561.947	61.19223
734.35	6562.042	61.19306
734.36	6562.09	61.19389
734.37	6562.09	61.19472
734.38	6562.09	61.19555
734.39	6562.09	61.19638
734.4	6562.09	61.19722
734.41	6562.185	61.19805
734.42	6562.185	61.19889
734.43	6562.185	61.19974
734.44	6562.185	61.20058
734.45	6562.185	61.20143
734.46	6562.185	61.20227
734.47	6562.281	61.2031
734.48	6562.328	61.20393
734.49	6562.328	61.20475
734.5	6562.328	61.20557
734.51	6562.328	61.20639
734.52	6562.376	61.20722
734.53	6562.424	61.20804
734.54	6562.424	61.20887
734.55	6562.424	61.2097
734.56	6562.424	61.21054
734.57	6562.471	61.21138
734.58	6562.567	61.21222
734.59	6562.567	61.21306
734.6	6562.567	61.21389
734.61	6562.567	61.21472
734.62	6562.567	61.21554
734.63	6562.662	61.21637
734.64	6562.662	61.21721
734.65	6562.662	61.21804
734.66	6562.71	61.21888
734.67	6562.805	61.21972
734.68	6562.805	61.22056
734.69	6562.805	61.22142
734.7	6562.805	61.22226
734.71	6562.805	61.2231
734.72	6562.805	61.22394
734.73	6562.9	61.22476
734.74	6562.9	61.22558
734.75	6562.9	61.22641
734.76	6562.9	61.22724
734.77	6562.9	61.22806
734.78	6562.9	61.22889
734.79	6563.043	61.22971
734.8	6563.043	61.23053
734.81	6563.043	61.23137
734.82	6563.043	61.23221
734.83	6563.043	61.23305
734.84	6563.139	61.23389
734.85	6563.139	61.23472
734.86	6563.139	61.23555
734.87	6563.187	61.23639
734.88	6563.282	61.23721
734.89	6563.282	61.23804
734.9	6563.282	61.23887
734.91	6563.282	61.23971
734.92	6563.282	61.24055
734.93	6563.377	61.24139
734.94	6563.377	61.24224
734.95	6563.377	61.24309
734.96	6563.377	61.24394
734.97	6563.377	61.24477
734.98	6563.521	61.24559
734.99	6563.521	61.24641
735	6563.521	61.24724
735.01	6563.521	61.24807
735.02	6563.521	61.24889
735.03	6563.521	61.24972
735.04	6563.521	61.25054
735.05	6563.616	61.25137
735.06	6563.616	61.25221
735.07	6563.616	61.25305
735.08	6563.616	61.25389
735.09	6563.664	61.25473
735.1	6563.759	61.25556
735.11	6563.759	61.25639
735.12	6563.759	61.25722
735.13	6563.759	61.25805
735.14	6563.854	61.25888
735.15	6563.854	61.25972
735.16	6563.854	61.26055
735.17	6563.997	61.26139
735.18	6563.997	61.26224
735.19	6563.997	61.26308
735.2	6563.997	61.26394
735.21	6563.997	61.26477
735.22	6564.093	61.2656
735.23	6564.093	61.26644
735.24	6564.093	61.26726
735.25	6564.093	61.26807
735.26	6564.093	61.26889
735.27	6564.093	61.26973
735.28	6564.093	61.27054
735.29	6564.188	61.27137
735.3	6564.188	61.2722
735.31	6564.188	61.27303
735.32	6564.188	61.27388
735.33	6564.188	61.27472
735.34	6564.331	61.27556
735.35	6564.331	61.27639
735.36	6564.331	61.27723
735.37	6564.331	61.27805
735.38	6564.331	61.27888
735.39	6564.426	61.27972
735.4	6564.426	61.28055
735.41	6564.426	61.28138
735.42	6564.569	61.28223
735.43	6564.569	61.28307
735.44	6564.569	61.28392
735.45	6564.569	61.28477
735.46	6564.617	61.2856
735.47	6564.665	61.28644
735.48	6564.665	61.28727
735.49	6564.665	61.28809
735.5	6564.712	61.28891
735.51	6564.808	61.28973
735.52	6564.808	61.29055
735.53	6564.808	61.29137
735.54	6564.808	61.29221
735.55	6564.808	61.29304
735.56	6564.808	61.29387
735.57	6564.903	61.29472
735.58	6564.903	61.29556
735.59	6564.903	61.29639
735.6	6564.903	61.29722
735.61	6564.903	61.29806
735.62	6564.951	61.29889
735.63	6565.046	61.29972
735.64	6565.046	61.30055
735.65	6565.046	61.30138
735.66	6565.142	61.30222
735.67	6565.142	61.30306
735.68	6565.142	61.30391
735.69	6565.142	61.30475
735.7	6565.285	61.30559
735.71	6565.285	61.30644
735.72	6565.285	61.30727
735.73	6565.333	61.30809
735.74	6565.38	61.30891
735.75	6565.38	61.30974
735.76	6565.38	61.31056
735.77	6565.38	61.31139
735.78	6565.428	61.31222
735.79	6565.523	61.31304
735.8	6565.523	61.31387
735.81	6565.523	61.31471
735.82	6565.523	61.31554
735.83	6565.571	61.31638
735.84	6565.619	61.31723
735.85	6565.619	61.31806
735.86	6565.619	61.31889
735.87	6565.619	61.31971
735.88	6565.714	61.32054
735.89	6565.762	61.32137
735.9	6565.762	61.32221
735.91	6565.762	61.32304
735.92	6565.762	61.32388
735.93	6565.809	61.32473
735.94	6565.857	61.32557
735.95	6565.857	61.32643
735.96	6565.905	61.32726
735.97	6566	61.3281
735.98	6566	61.32893
735.99	6566	61.32975
736	6566.048	61.33056
736.01	6566.095	61.33139
736.02	6566.095	61.33222
736.03	6566.095	61.33304
736.04	6566.191	61.33386
736.05	6566.238	61.3347
736.06	6566.238	61.33553
736.07	6566.238	61.33638
736.08	6566.238	61.33721
736.09	6566.238	61.33805
736.1	6566.286	61.33887
736.11	6566.334	61.33971
736.12	6566.334	61.34053
736.13	6566.334	61.34137
736.14	6566.381	61.34221
736.15	6566.477	61.34303
736.16	6566.477	61.34388
736.17	6566.477	61.34472
736.18	6566.524	61.34556
736.19	6566.572	61.34641
736.2	6566.572	61.34726
736.21	6566.572	61.34809
736.22	6566.572	61.34894
736.23	6566.667	61.34976
736.24	6566.667	61.35057
736.25	6566.667	61.35139
736.26	6566.667	61.35222
736.27	6566.811	61.35304
736.28	6566.811	61.35387
736.29	6566.811	61.3547
736.3	6566.811	61.35552
736.31	6566.811	61.35637
736.32	6566.811	61.3572
736.33	6566.906	61.35804
736.34	6566.906	61.35888
736.35	6566.906	61.35971
736.36	6566.906	61.36054
736.37	6566.906	61.36137
736.38	6567.049	61.3622
736.39	6567.049	61.36303
736.4	6567.049	61.36387
736.41	6567.049	61.36471
736.42	6567.049	61.36555
736.43	6567.097	61.36639
736.44	6567.145	61.36724
736.45	6567.145	61.36808
736.46	6567.145	61.36893
736.47	6567.288	61.36977
736.48	6567.288	61.37058
736.49	6567.288	61.37141
736.5	6567.335	61.37223
736.51	6567.383	61.37305
736.52	6567.383	61.37387
736.53	6567.383	61.37471
736.54	6567.383	61.37553
736.55	6567.431	61.37637
736.56	6567.526	61.37721
736.57	6567.526	61.37804
736.58	6567.526	61.37888
736.59	6567.526	61.37972
736.6	6567.526	61.38055
736.61	6567.526	61.38139
736.62	6567.526	61.38221
736.63	6567.526	61.38304
736.64	6567.621	61.38388
736.65	6567.621	61.38471
736.66	6567.621	61.38555
736.67	6567.621	61.38638
736.68	6567.621	61.38723
736.69	6567.621	61.38807
736.7	6567.764	61.38892
736.71	6567.764	61.38976
736.72	6567.764	61.3906
736.73	6567.764	61.39143
736.74	6567.764	61.39225
736.75	6567.812	61.39307
736.76	6567.86	61.39389
736.77	6567.86	61.39472
736.78	6567.86	61.39554
736.79	6567.955	61.39636
736.8	6568.003	61.3972
736.81	6568.003	61.39803
736.82	6568.003	61.39888
736.83	6568.003	61.39972
736.84	6568.05	61.40055
736.85	6568.098	61.40139
736.86	6568.098	61.40221
736.87	6568.098	61.40304
736.88	6568.098	61.40387
736.89	6568.098	61.40471
736.9	6568.098	61.40554
736.91	6568.098	61.40638
736.92	6568.146	61.40722
736.93	6568.241	61.40806
736.94	6568.241	61.40891
736.95	6568.241	61.40975
736.96	6568.241	61.41059
736.97	6568.241	61.41143
736.98	6568.241	61.41226
736.99	6568.241	61.41308
737	6568.336	61.41389
737.01	6568.336	61.41473
737.02	6568.336	61.41554
737.03	6568.336	61.41636
737.04	6568.336	61.41719
737.05	6568.336	61.41803
737.06	6568.384	61.41887
737.07	6568.479	61.41971
737.08	6568.479	61.42054
737.09	6568.479	61.42138
737.1	6568.479	61.42222
737.11	6568.479	61.42304
737.12	6568.479	61.42387
737.13	6568.575	61.4247
737.14	6568.575	61.42554
737.15	6568.575	61.42637
737.16	6568.575	61.42721
737.17	6568.575	61.42805
737.18	6568.575	61.42889
737.19	6568.575	61.42974
737.2	6568.67	61.43058
737.21	6568.718	61.43144
737.22	6568.718	61.43227
737.23	6568.718	61.43309
737.24	6568.718	61.43391
737.25	6568.718	61.43474
737.26	6568.718	61.43556
737.27	6568.718	61.43639
737.28	6568.813	61.43721
737.29	6568.813	61.43804
737.3	6568.813	61.43887
737.31	6568.813	61.43971
737.32	6568.813	61.44055
737.33	6568.813	61.44138
737.34	6568.813	61.44223
737.35	6568.813	61.44306
737.36	6568.957	61.44389
737.37	6568.957	61.44472
737.38	6568.957	61.44554
737.39	6568.957	61.44637
737.4	6568.957	61.44721
737.41	6568.957	61.44804
737.42	6568.957	61.44888
737.43	6568.957	61.44973
737.44	6568.957	61.45057
737.45	6568.957	61.45143
737.46	6569.052	61.45226
737.47	6569.052	61.4531
737.48	6569.052	61.45393
737.49	6569.052	61.45475
737.5	6569.052	61.45557
737.51	6569.052	61.45639
737.52	6569.052	61.45722
737.53	6569.052	61.45804
737.54	6569.147	61.45887
737.55	6569.147	61.4597
737.56	6569.147	61.46054
737.57	6569.147	61.46138
737.58	6569.147	61.46222
737.59	6569.147	61.46305
737.6	6569.147	61.46389
737.61	6569.147	61.46471
737.62	6569.147	61.46553
737.63	6569.29	61.46637
737.64	6569.29	61.46721
737.65	6569.29	61.46804
737.66	6569.29	61.46888
737.67	6569.29	61.46972
737.68	6569.29	61.47055
737.69	6569.29	61.47141
737.7	6569.29	61.47226
737.71	6569.29	61.4731
737.72	6569.338	61.47394
737.73	6569.386	61.47476
737.74	6569.386	61.47558
737.75	6569.386	61.47641
737.76	6569.386	61.47723
737.77	6569.386	61.47805
737.78	6569.386	61.47887
737.79	6569.386	61.4797
737.8	6569.386	61.48053
737.81	6569.386	61.48137
737.82	6569.386	61.48221
737.83	6569.433	61.48305
737.84	6569.529	61.48388
737.85	6569.529	61.48472
737.86	6569.529	61.48554
737.87	6569.529	61.48637
737.88	6569.529	61.48721
737.89	6569.529	61.48804
737.9	6569.529	61.48887
737.91	6569.529	61.48971
737.92	6569.529	61.49055
737.93	6569.529	61.49139
737.94	6569.576	61.49224
737.95	6569.624	61.49309
737.96	6569.624	61.49394
737.97	6569.624	61.49477
737.98	6569.624	61.49559
737.99	6569.624	61.49641
738	6569.624	61.49724
738.01	6569.624	61.49806
738.02	6569.624	61.49889
738.03	6569.624	61.49972
738.04	6569.624	61.50054
738.05	6569.624	61.50137
738.06	6569.767	61.5022
738.07	6569.767	61.50304
738.08	6569.767	61.50388
738.09	6569.767	61.50472
738.1	6569.767	61.50555
738.11	6569.767	61.50639
738.12	6569.767	61.50722
738.13	6569.767	61.50804
738.14	6569.767	61.50887
738.15	6569.767	61.50972
738.16	6569.767	61.51055
738.17	6569.767	61.51138
738.18	6569.767	61.51223
738.19	6569.862	61.51307
738.2	6569.862	61.51393
738.21	6569.862	61.51476
738.22	6569.862	61.5156
738.23	6569.862	61.51643
738.24	6569.862	61.51725
738.25	6569.862	61.51807
738.26	6569.958	61.51889
738.27	6570.005	61.51972
738.28	6570.005	61.52054
738.29	6570.005	61.52136
738.3	6570.005	61.5222
738.31	6570.005	61.52303
738.32	6570.005	61.52388
738.33	6570.005	61.52472
738.34	6570.005	61.52555
738.35	6570.005	61.52639
738.36	6570.005	61.52722
738.37	6570.005	61.52805
738.38	6570.005	61.52888
738.39	6570.005	61.52972
738.4	6570.101	61.53055
738.41	6570.101	61.53138
738.42	6570.101	61.53222
738.43	6570.101	61.53306
738.44	6570.101	61.53392
738.45	6570.101	61.53476
738.46	6570.101	61.5356
738.47	6570.101	61.53644
738.48	6570.101	61.53726
738.49	6570.196	61.53808
738.5	6570.244	61.53889
738.51	6570.244	61.53973
738.52	6570.244	61.54054
738.53	6570.244	61.54137
738.54	6570.244	61.5422
738.55	6570.244	61.54303
738.56	6570.244	61.54387
738.57	6570.244	61.54471
738.58	6570.244	61.54555
738.59	6570.244	61.54638
738.6	6570.244	61.54722
738.61	6570.244	61.54805
738.62	6570.244	61.54887
738.63	6570.244	61.54971
738.64	6570.244	61.55054
738.65	6570.339	61.55137
738.66	6570.339	61.55221
738.67	6570.339	61.55305
738.68	6570.339	61.55389
738.69	6570.339	61.55474
738.7	6570.339	61.55558
738.71	6570.387	61.55643
738.72	6570.482	61.55727
738.73	6570.482	61.55809
738.74	6570.482	61.55891
738.75	6570.482	61.55974
738.76	6570.482	61.56056
738.77	6570.482	61.56139
738.78	6570.482	61.56221
738.79	6570.578	61.56304
738.8	6570.578	61.56387
738.81	6570.578	61.5647
738.82	6570.578	61.56554
738.83	6570.578	61.56638
738.84	6570.578	61.56723
738.85	6570.578	61.56806
738.86	6570.578	61.56889
738.87	6570.578	61.56972
738.88	6570.578	61.57054
738.89	6570.578	61.57137
738.9	6570.578	61.57221
738.91	6570.578	61.57305
738.92	6570.578	61.57388
738.93	6570.721	61.57473
738.94	6570.721	61.57557
738.95	6570.721	61.57643
738.96	6570.721	61.57727
738.97	6570.721	61.5781
738.98	6570.721	61.57893
738.99	6570.721	61.57976
739	6570.769	61.58058
739.01	6570.816	61.58139
739.02	6570.816	61.58222
739.03	6570.816	61.58304
739.04	6570.816	61.58387
739.05	6570.816	61.5847
739.06	6570.816	61.58553
739.07	6570.816	61.58638
739.08	6570.959	61.58721
739.09	6570.959	61.58805
739.1	6570.959	61.58889
739.11	6570.959	61.58972
739.12	6570.959	61.59054
739.13	6570.959	61.59137
739.14	6570.959	61.59221
739.15	6570.959	61.59305
739.16	6570.959	61.59388
739.17	6570.959	61.59472
739.18	6571.055	61.59556
739.19	6571.055	61.59641
739.2	6571.055	61.59726
739.21	6571.055	61.5981
739.22	6571.055	61.59894
739.23	6571.055	61.59976
739.24	6571.055	61.60058
739.25	6571.055	61.60141
739.26	6571.197	61.60223
739.27	6571.197	61.60305
739.28	6571.197	61.60387
739.29	6571.197	61.6047
739.3	6571.197	61.60553
739.31	6571.197	61.60637
739.32	6571.293	61.60721
739.33	6571.293	61.60804
739.34	6571.293	61.60888
739.35	6571.293	61.60972
739.36	6571.293	61.61055
739.37	6571.293	61.61139
739.38	6571.34	61.61222
739.39	6571.388	61.61305
739.4	6571.388	61.61388
739.41	6571.388	61.61472
739.42	6571.388	61.61555
739.43	6571.388	61.61639
739.44	6571.388	61.61724
739.45	6571.388	61.61809
739.46	6571.388	61.61893
739.47	6571.531	61.61977
739.48	6571.531	61.62059
739.49	6571.531	61.62141
739.5	6571.531	61.62224
739.51	6571.531	61.62306
739.52	6571.531	61.62389
739.53	6571.579	61.62472
739.54	6571.626	61.62554
739.55	6571.626	61.62637
739.56	6571.626	61.62721
739.57	6571.626	61.62805
739.58	6571.674	61.62888
739.59	6571.77	61.62973
739.6	6571.77	61.63056
739.61	6571.77	61.63139
739.62	6571.77	61.63222
739.63	6571.865	61.63305
739.64	6571.865	61.63388
739.65	6571.865	61.63472
739.66	6571.865	61.63555
739.67	6571.913	61.63638
739.68	6572.008	61.63723
739.69	6572.008	61.63807
739.7	6572.008	61.63892
739.71	6572.008	61.63976
739.72	6572.056	61.64059
739.73	6572.104	61.64143
739.74	6572.104	61.64225
739.75	6572.104	61.64307
739.76	6572.104	61.64389
739.77	6572.104	61.64472
739.78	6572.104	61.64555
739.79	6572.104	61.64637
739.8	6572.247	61.6472
739.81	6572.247	61.64803
739.82	6572.247	61.64888
739.83	6572.247	61.64972
739.84	6572.247	61.65055
739.85	6572.342	61.65139
739.86	6572.342	61.65222
739.87	6572.342	61.65304
739.88	6572.342	61.65387
739.89	6572.39	61.65471
739.9	6572.485	61.65554
739.91	6572.485	61.65638
739.92	6572.485	61.65722
739.93	6572.533	61.65806
739.94	6572.581	61.65891
739.95	6572.581	61.65976
739.96	6572.581	61.6606
739.97	6572.724	61.66144
739.98	6572.724	61.66227
739.99	6572.724	61.66308
740	6572.724	61.66391
740.01	6572.819	61.66473
740.02	6572.819	61.66555
740.03	6572.819	61.66637
740.04	6572.819	61.66721
740.05	6572.866	61.66803
740.06	6572.962	61.66887
740.07	6572.962	61.66971
740.08	6572.962	61.67055
740.09	6572.962	61.67138
740.1	6573.057	61.67222
740.11	6573.057	61.67305
740.12	6573.057	61.67387
740.13	6573.057	61.67471
740.14	6573.057	61.67554
740.15	6573.105	61.67637
740.16	6573.2	61.67721
740.17	6573.2	61.67805
740.18	6573.2	61.67889
740.19	6573.2	61.67974
740.2	6573.295	61.68059
740.21	6573.295	61.68143
740.22	6573.295	61.68227
740.23	6573.295	61.68309
740.24	6573.391	61.68391
740.25	6573.438	61.68474
740.26	6573.438	61.68556
740.27	6573.438	61.68639
740.28	6573.438	61.68722
740.29	6573.534	61.68804
740.3	6573.534	61.68887
740.31	6573.534	61.6897
740.32	6573.534	61.69054
740.33	6573.677	61.69138
740.34	6573.677	61.69223
740.35	6573.677	61.69306
740.36	6573.725	61.69389
740.37	6573.772	61.69472
740.38	6573.772	61.69555
740.39	6573.772	61.69638
740.4	6573.868	61.69722
740.41	6573.868	61.69805
740.42	6573.868	61.69888
740.43	6573.868	61.69973
740.44	6574.011	61.70057
740.45	6574.011	61.70143
740.46	6574.011	61.70227
740.47	6574.011	61.7031
740.48	6574.011	61.70393
740.49	6574.106	61.70475
740.5	6574.106	61.70557
740.51	6574.106	61.70639
740.52	6574.106	61.70722
740.53	6574.106	61.70804
740.54	6574.154	61.70887
740.55	6574.249	61.70971
740.56	6574.249	61.71053
740.57	6574.249	61.71138
740.58	6574.249	61.71222
740.59	6574.249	61.71305
740.6	6574.345	61.71389
740.61	6574.345	61.71472
740.62	6574.345	61.71555
740.63	6574.345	61.71637
740.64	6574.392	61.71721
740.65	6574.488	61.71804
740.66	6574.488	61.71888
740.67	6574.488	61.71972
740.68	6574.583	61.72056
740.69	6574.583	61.72141
740.7	6574.583	61.72226
740.71	6574.726	61.72309
740.72	6574.726	61.72394
740.73	6574.726	61.72477
740.74	6574.726	61.72558
740.75	6574.821	61.72641
740.76	6574.821	61.72723
740.77	6574.821	61.72805
740.78	6574.869	61.72887
740.79	6574.964	61.7297
740.8	6574.964	61.73053
740.81	6574.964	61.73137
740.82	6574.964	61.73221
740.83	6574.964	61.73305
740.84	6575.012	61.73388
740.85	6575.06	61.73472
740.86	6575.06	61.73555
740.87	6575.06	61.73639
740.88	6575.06	61.73721
740.89	6575.155	61.73804
740.9	6575.203	61.73887
740.91	6575.203	61.73971
740.92	6575.203	61.74055
740.93	6575.203	61.74139
740.94	6575.25	61.74224
740.95	6575.298	61.74308
740.96	6575.298	61.74393
740.97	6575.298	61.74476
740.98	6575.441	61.74559
740.99	6575.441	61.74641
741	6575.441	61.74724
741.01	6575.489	61.74806
741.02	6575.537	61.74889
741.03	6575.537	61.74972
741.04	6575.584	61.75054
741.05	6575.68	61.75137
741.06	6575.68	61.7522
741.07	6575.728	61.75304
741.08	6575.775	61.75388
741.09	6575.775	61.75473
741.1	6575.775	61.75556
741.11	6575.918	61.75639
741.12	6575.918	61.75722
741.13	6575.918	61.75804
741.14	6575.918	61.75887
741.15	6575.966	61.75971
741.16	6576.014	61.76055
741.17	6576.014	61.76138
741.18	6576.014	61.76223
741.19	6576.157	61.76308
741.2	6576.157	61.76393
741.21	6576.157	61.76477
741.22	6576.157	61.7656
741.23	6576.252	61.76644
741.24	6576.252	61.76726
741.25	6576.252	61.76808
741.26	6576.3	61.76889
741.27	6576.347	61.76972
741.28	6576.347	61.77054
741.29	6576.347	61.77137
741.3	6576.49	61.7722
741.31	6576.49	61.77303
741.32	6576.49	61.77388
741.33	6576.586	61.77472
741.34	6576.586	61.77555
741.35	6576.586	61.77639
741.36	6576.729	61.77722
741.37	6576.729	61.77804
741.38	6576.824	61.77887
741.39	6576.824	61.77971
741.4	6576.872	61.78054
741.41	6576.967	61.78138
741.42	6576.967	61.78223
741.43	6576.967	61.78306
741.44	6577.063	61.78391
741.45	6577.063	61.78476
741.46	6577.11	61.78559
741.47	6577.206	61.78644
741.48	6577.206	61.78726
741.49	6577.253	61.78808
741.5	6577.301	61.78891
741.51	6577.301	61.78973
741.52	6577.396	61.79055
741.53	6577.444	61.79137
741.54	6577.444	61.79221
741.55	6577.54	61.79303
741.56	6577.54	61.79387
741.57	6577.587	61.79471
741.58	6577.683	61.79555
741.59	6577.683	61.79638
741.6	6577.683	61.79722
741.61	6577.778	61.79805
741.62	6577.778	61.79887
741.63	6577.778	61.79971
741.64	6577.921	61.80054
741.65	6577.921	61.80137
741.66	6577.969	61.80221
741.67	6578.016	61.80305
741.68	6578.064	61.80389
741.69	6578.159	61.80474
741.7	6578.159	61.80559
741.71	6578.255	61.80643
741.72	6578.255	61.80727
741.73	6578.398	61.80809
741.74	6578.398	61.80891
741.75	6578.445	61.80974
741.76	6578.493	61.81056
741.77	6578.541	61.81139
741.78	6578.636	61.81222
741.79	6578.636	61.81304
741.8	6578.731	61.81387
741.81	6578.731	61.81471
741.82	6578.779	61.81555
741.83	6578.827	61.81639
741.84	6578.875	61.81723
741.85	6578.97	61.81806
741.86	6578.97	61.81889
741.87	6579.065	61.81972
741.88	6579.065	61.82055
741.89	6579.208	61.82138
741.9	6579.208	61.82222
741.91	6579.208	61.82305
741.92	6579.304	61.82388
741.93	6579.304	61.82473
741.94	6579.352	61.82558
741.95	6579.447	61.82643
741.96	6579.447	61.82727
741.97	6579.542	61.8281
741.98	6579.59	61.82893
741.99	6579.685	61.82975
742	6579.733	61.83058
742.01	6579.781	61.83141
742.02	6579.828	61.83223
742.03	6579.924	61.83305
742.04	6579.971	61.83387
742.05	6580.019	61.83471
742.06	6580.067	61.83554
742.07	6580.162	61.83638
742.08	6580.162	61.83722
742.09	6580.257	61.83805
742.1	6580.257	61.83889
742.11	6580.4	61.83972
742.12	6580.4	61.84055
742.13	6580.496	61.84137
742.14	6580.496	61.84221
742.15	6580.639	61.84304
742.16	6580.639	61.84388
742.17	6580.734	61.84472
